ID,meta.userAgent,meta.platform,meta.language,meta.locale,meta.timeZone,meta.timezoneOffset,meta.screen_width,meta.screen_height,meta.scroll_width,meta.scroll_height,meta.window_innerWidth,meta.window_innerHeight,meta.devicePixelRatio,PROLIFIC_PID,framingCondition,sociodemo_gender,sociodemo_priorExperience,sociodemo_residency,sociodemo_education,feedback_critic,attCheck_text,sociodemo_universityAffiliation,sociodemo_universityField,reflection_ecological,reflection_social,reflection_economic,EcologicalDimension-1,EcologicalDimension-3,EcologicalDimension-4,EcologicalDimension-2,Bioinspiration-VRtN1,Bioinspiration-PN4,Bioinspiration-VRtN4r,Bioinspiration-IPI1,Bioinspiration-PN2r,Bioinspiration-VRtN2,Bioinspiration-IPI2r,Bioinspiration-PN3,Bioinspiration-IPI3,Bioinspiration-IPI4,Bioinspiration-VRtN3,Bioinspiration-PN1,evalInf-6,evalInf-5,evalInf-8,evalInf-2,evalInf-3,evalInf-4,evalInf-10,evalInf-7,evalInf-1,evalInf-9,GAToRS-4pp,GAToRS-3sp,GAToRS-4pn,GAToRS-5pp,GAToRS-1pp,GAToRS-3pp,GAToRS-4sp,GAToRS-2pn,GAToRS-2sp,GAToRS-1sn,GAToRS-3pn,GAToRS-5pn,GAToRS-1pn,GAToRS-4sn,GAToRS-5sn,GAToRS-5sp,GAToRS-2pp,GAToRS-1sp,GAToRS-3sn,GAToRS-2sn,dummy_informedconsent,commCheck,feedback_conscientiousCompletion,sociodemo_age,whichItemsFirst,socio_age,socio_sex,socio_ethnicity,socio_student,socio_employment,total_min_prolific
90,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-US,Europe/London,0,1536,864,1536,499,1536,695,1.25,5f69f87e83dfd701bfc84b39,bio-inspired,male,no,GB,bachelors,,I read the instructions,no,,"This one is easy to justify. Simply lowering the cost of robot production, and the incorporation of only a compressed air power source enables the technology to meet targets for sustainabilit and ecological preservation.",I'm not sure if the robot contributes a lot to social sustainability. I can see it as being partially helpful in maintaining social independence by performing actions that support the health of individuals without needing anything other than compressed air to function.,"The soft robot for sure can make a contribution here. It could provide support to enable remote functionality where power sources are unavailable, contributing to ecological activity which is sustainable. The soft nature of the components lends itself to situations that are currently difficult to transfer to a 'robot'. It could also support independence of individuals to contribute to the economy where disability prevents them from making a positive contribution.",7,7,4,6,4,4,4,6,5,4,5,2,7,5,5,3,4,4,4,6,6,6,6,5,5,6,4,6,2,1,7,5,7,1,6,4,1,1,3,4,2,6,7,7,2,3,1,1,1,62,bioinspired,62,Male,White,No,Full-Time,32.483333333333334
92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,633,1,673c8c2a86f12a6e2c1764a4,bio-inspired,female,yes_some,GB,masters,,I read the instructions,no,,Well will it be possible for the soft robots to replace actual natural forces that preserve the environment. I think to an extent but not completely,"Well it does relate to social interaction, because it raises discussion of how it can be integrated in various sectors","It is cheaper the development of it and the maintenance, so overall much better ",7,7,7,6,7,7,1,6,2,7,2,6,6,7,6,6,5,5,5,6,6,6,5,6,5,6,5,6,2,6,5,6,5,6,6,6,1,2,2,4,7,6,4,6,2,7,1,1,1,36,sustainable,36,Female,Black,DATA_EXPIRED,Full-Time,19.65
93,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-US,en-GB,Europe/London,0,1366,768,1366,499,1366,599,1,5ea55df76205ad53a793bc01,bio-inspired,male,yes_some,GB,level_3,,I read the instructions,no,,It uses less resources,Not sure it can,"Resources are lower than a typical metal robot, because of the material used and the power source",4,6,4,5,4,3,5,7,2,7,7,5,7,7,4,3,6,5,5,6,6,6,6,6,6,6,4,6,3,4,4,4,5,1,6,5,1,2,1,6,4,6,5,7,5,5,1,1,1,62,bioinspired,62,Male,White,No,Full-Time,23.816666666666666
95,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,945,1,659c013fd8f8c8c7f7625aa1,bio-inspired,female,no,GB,level_3,,I read the instructions,no,,It could be used to research environments too dangerous for humans and provide information on how we can better protect the natural world.,It can have lots of different functions to help people in every day life.,It can assist in the labour market and create a higher demand for engineering jobs to make these robots.,4,5,6,5,5,5,2,3,3,5,4,6,6,5,5,5,4,4,5,5,3,3,3,5,4,4,5,5,5,6,6,5,6,5,7,7,5,5,6,6,7,6,6,7,5,7,1,1,1,31,bioinspired,31,Female,White,No,Part-Time,34.8
96,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0,Win32,en-GB,en-GB,Europe/London,0,1344,756,1344,498,1344,601,1.4285714285714286,5c852c65f8e57d00158a12ca,bio-inspired,female,no,GB,doctorate,Does this thing really exist??? Looks most Heath Robinson to me,I read the instructions,no,,It has many features that would appear to make it more environmentally friendly such as less energy consumption - but it is plastic!,I have no idea how it might contribute to any of these aspects,Lower energy costs,6,6,4,6,1,1,1,6,7,6,5,2,6,4,1,1,4,2,3,5,2,2,2,2,2,2,2,3,6,1,4,4,7,6,6,5,6,7,7,6,5,5,3,7,6,4,1,1,1,68,sustainable,68,Female,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",22.683333333333334
97,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,5f8ece6117db5206eafc8b73,tech-inspired,male,no,GB,bachelors,,I read the instructions,no,,"By using replaceable components or recycled components it can contribute to sustainability. also , without the need for transportation (It can be created on site ) you can reduce its environmental impact.  By not requiring electronics it will reduce the need for power and also minimise its impact",if it is simple and efficient to use and can be used in many different environments it can contribute to social sustainability by its application in a range of settings where other methods may prove impractical or unacceptable. ,By using renewable components and reduced transportation (it can be 3D printed on site ) - the soft robot walker can be produced more cheaply than a conventional robot,4,5,5,4,3,2,6,6,5,4,5,2,6,6,6,2,6,5,5,5,6,3,4,4,4,5,4,6,3,5,4,4,6,3,5,5,2,3,3,6,6,4,5,6,2,5,1,1,1,67,bioinspired,67,Male,White,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",20.2
98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1792,1120,1792,499,1792,986,1.25,6440ec657d3df6f5223edc73,bio-inspired,female,no,GB,bachelors,, I read instructions,no,,"Using this robot might reduce the need for larger pieces of equipment that would have a larger detrimental impact on the enivornment. As these mimic natural movement, they will cause less damage than wheels etc.","These robots could be deployed to assist people within society bringing fairness and inclusion. There could be numerous health or education benefits to them, like assisting those less mobile or used as a teaching tool in education",If the robot walker can re-use materials that would otherwise be discarded then this would provide a decrease of economic sustainability. This enables efficient use of resources including technology and innovation as well as materials. Its construction would create employment and the project could be expanded on future designs for different purposes.,3,6,3,2,2,2,6,7,6,5,7,2,7,7,6,6,6,5,5,5,5,4,5,4,5,4,4,6,1,2,6,5,7,3,6,5,2,2,2,2,5,6,6,7,2,3,1,1,1,51,sustainable,51,Female,White,No,Full-Time,24.783333333333335
99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",MacIntel,en-US,en-GB,Europe/London,0,2048,1152,2048,499,2048,1035,2,634699cbb044d59e19d5a7ea,tech-inspired,female,no,GB,bachelors,,I read the instructions,no,,"The Soft Robot does not require electricity to work, unlike hard-form robots, which makes it my preferred option for sustainability. They can also be manufactured from recycled materials, which would be a fantastic use of materials that would otherwise go to landfill.","The Soft Robot would be valuable in social care settings, for example, in a care home or the home of a person with limited mobility, for moving items they require to them and then tidying the items away.  For example, the soft robot could take a snack on a plate to the person sitting in another room and later, after the person has finished eating, return the plate to the kitchen.  This could help the disabled person to live more independently and feel more confident about their living situation.","It could be used as a helper for an elderly person, particularly in the context of carrying items for them, so they have their hands free to use a walker or a stick - for example, if an elderly person has made themselves a snack at home, they could use the soft robot to transport the prepared food to the place in the house where they wish to eat.  The use of the soft robot in this situation could mean that a family member would be less needed to help the elderly person, and would have more time to engage in the paid employment market.  The use of the soft robot by the elderly person could also reduce their need for expensive home care services.",6,7,7,7,6,6,7,7,1,7,6,6,7,7,7,7,6,4,5,5,5,6,6,6,6,5,5,7,2,5,5,4,7,5,7,2,3,3,3,7,6,6,6,7,2,6,1,1,1,47,sustainable,47,Female,White,No,Part-Time,46.93333333333333
100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,992,1,5bb609520cb04c00014efb8a,bio-inspired,male,no,GB,masters,"I had no idea robots could be 3D printed! I've been wanting to explore 3D printing, I'd love to learn more about soft robotics.",I read the instructions,no,,"The robot seems more ecologically sustainable, due to a move away from electricity and towards compressed air. This means that the robot would be significantly less polluting than producing carbon emissions, and could enable work in diverse ecological areas such as the Amazon. However, it would be crucial to ensure that the robot had parts that were sourced ethically and sustainably, and that the overall carbon footprint of producing the robot is lower than that of a similarly sized/functioning electric robot.","I think socially, this robot would potentially help those in underprivileged areas due to being able to help in instances of armed conflict. However, I feel this field is arguably one of those in which the robot performs weaker - as the natural design makes little difference with regards to social sustainability.

In regards to manufacturing, a move away from PCB circuitry stops exploitative work conditions, however it would be crucial to ensure that parts were responsibly sourced.","I think it may potentially be more expensive to design/produce. However, I believe there is room to help offer employment and training opportunities related to production of this robot.",5,7,2,7,1,1,2,6,1,5,7,1,7,7,3,2,6,5,6,6,4,6,6,6,5,6,1,7,3,2,6,3,5,6,7,7,5,2,2,3,7,5,6,7,5,5,1,1,1,28,sustainable,28,Male,White,No,Full-Time,19.033333333333335
102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1912,499,1912,924,1,676680610526923c0a526ce7,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,This robot could help with ecological sustainability as it does not use electricity and it gets it's power from compressed air which is a natural clean resource. This technology could be critical for climate conversation especially if it's applications can be widened. ,"It's relevant as it could be a valuable tool to support a better quality of life. With the robot being made of soft materials, I can imagine if has potential great applications in the medical field so it could have a great impact on peoples lives.",It's relevant as it has the potential to maximise resources based on the materials it is made from. It appears to be cheaper to manufacture therefore should be easier to manufacture and this could lead to increase in decent employment for a wider range of individuals-not necessarily top trained robotics engineers. ,5,4,7,6,5,2,7,7,2,7,7,5,7,7,7,5,6,6,6,6,6,6,6,6,6,6,7,7,1,5,4,6,7,1,7,7,1,2,1,7,5,7,5,6,5,5,1,1,1,38,bioinspired,38,Female,White,No,Full-Time,26.466666666666665
103,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1912,499,1912,948,1,5d59cb467ca41f0001e97e1f,tech-inspired,female,no,GB,level_2,,I read the instructions,no,,The Soft Robot Walker shows sustainability because it doesn't need electricity to work.The soft ,The Soft Robot Walker may relate to social sustainability as it can be used in dangerous situations if needed.,The Soft Robot Walker may relate to economical sustainability because it can be made at home with the use of a 3D printer.,6,6,5,5,3,4,6,7,4,5,6,5,7,7,7,5,4,4,4,4,2,3,4,4,4,3,6,7,2,4,5,6,7,2,6,3,2,2,2,4,4,6,6,7,3,5,1,1,1,48,sustainable,48,Female,White,No,DATA_EXPIRED,25.733333333333334
104,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-US,Europe/London,0,1920,1080,1920,499,1920,945,1,60b3950b9a1de417d37bb8d2,tech-inspired,male,no,GB,bachelors,,i read the instructions,yes,mechanical engineering,"i beleive the soft robot is better for the environment and has better more better sustainabillity, fo example other robots need metal and minerals that are costly to transport and manufacture, including circuit boards and electroncs which are costly to mine, manufacture and put together in a factory, whereas the soft robot is more simple elegant and desinged in such a way only an air pressure system is needed and robots can even be 3d printed in your own home. this saves on shiiping and other costs. I beleive the industry/people who design these robots have the earth and planet and enviroment at mind and are good natured people with a love of the planet and ecosystem. Be them not perfect and fully sustainable they are a step in the best direction","Social sustainabillity will be vastly improved. recources saved that are mined and damage the earth through the production of old ways and means of making robots. The ozone layer, the earth , the ocean and waste products derived from making different robots is bad for all these items. Whereas soft robots are designed with safer more ecological safer environmental impacts on the earth, and ozone and recourses ","The innovation used is well thought out its been researched very cleverly and with the best interests at hear for productivity and social boundrys. Recources are not abundant in the earth and will eventually rin out. if every engineering plant in the world was to re develop and reconstruct engineering in a simular type of way it would be better
",4,7,3,3,6,2,2,6,7,6,6,5,7,6,5,7,6,6,6,6,6,6,6,6,6,6,5,5,4,3,6,5,7,4,7,2,1,4,5,7,5,5,4,7,4,4,1,1,1,33,sustainable,33,Male,White,Yes,Full-Time,23.05
106,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1536,864,1536,499,1536,695,1.25,5ae9cde00335e200019e9eed,bio-inspired,female,no,GB,bachelors,,I read the instructions,yes,EDUCATION,It can be sent into nature without having a huge impact because the robot itself is more natural and can blend in better therefore not disturbing nature too much in comparrison to a regular robot. ,They use less resources than a regular robot. Because the robot is more natural the intereaction with a human can be much improved in comparrison to a regular robot because it feels more natural and therefore people feel safer around it. It can also help with things in health because it is softer so would be able to do more than a normal robot. ,This can relate to economic sustainability because they reduce waste and because they are more natural they can help with things like environmental monitoring I guess. ,7,7,7,6,7,5,7,7,4,7,6,7,7,6,6,6,4,3,5,6,3,2,3,1,2,1,1,1,6,1,1,1,6,5,4,7,5,7,7,7,7,1,3,5,7,7,1,1,1,28,bioinspired,28,Female,White,No,Part-Time,36.61666666666667
